GEO_ID,ZIP,Total Population,Median Household Income in $,Bachelors Degree or Higher %,Employment Rate %,Total Housing Units,Insured Population %,Total Households,CITY_NAME,Number of establishments,Annual payroll ($1000),Number of employees,Population,Violent crime,Murder and nonnegligent manslaughter,Rape1,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2,Crime Score per Person (out of 100),Normalized Total Population,Normalized Median Household Income in $,Normalized Bachelors Degree or Higher %,Normalized Employment Rate %,Normalized Total Housing Units,Normalized Insured Population %,Normalized Total Households,Normalized Number of establishments,Normalized Annual payroll ($1000),Normalized Number of employees,Normalized Crime Score per Person (out of 100),City Score
860Z200US01026,01026,1011,83875.0,56.3,56.1,582,98.7,479,Cummington,22,10083,197,,,,,,,,,,,,,0.014563945950617996,0.33549999999999996,0.563,0.561,0.01951186804344911,0.9870000000000001,0.017086395091674398,0.010348071495766699,0.0008531537369834404,0.002933817835229642,1.0,54.68332780141598
860Z200US01027,01027,17896,69337.0,40.1,58.9,8615,96.6,8606,Easthampton,415,170353,3502,15979.0,37.0,0.0,7.0,2.0,28.0,156.0,25.0,122.0,9.0,0.0,15.816521751110422,0.2578005704572301,0.277348,0.401,0.589,0.2888225828080998,0.966,0.30698437611471785,0.19520225776105363,0.014414092884691065,0.0521534520760112,0.8120186459666121,56.0623352328313
860Z200US01028,01028,16417,100610.0,43.2,61.0,6347,98.9,5975,East Longmeadow,498,372843,7682,16269.0,24.0,1.0,6.0,6.0,11.0,172.0,28.0,132.0,12.0,2.0,26.2859885892991,0.23649485724163763,0.40243999999999996,0.43200000000000005,0.61,0.2127866434222878,0.9890000000000001,0.2131340515088821,0.23424270931326435,0.0315473964849863,0.11440400309763508,0.6875877133494462,57.295053985396656
860Z200US01029,01029,714,93125.0,35.5,59.0,924,100.0,241,East Otis,16,6441,133,,,,,,,,,,,,,0.010285516724768792,0.3725,0.355,0.59,0.03097760493496044,1.0,0.008596704002282943,0.007525870178739417,0.0005449928810780858,0.0019806993506880323,1.0,52.24140160637559
860Z200US01030,01030,11708,87324.0,33.2,64.1,4835,94.4,4966,Feeding Hills,219,47194,1169,,,,,,,,,,,,,0.1686594255092339,0.349296,0.332,0.6409999999999999,0.1620960171650798,0.9440000000000001,0.177142041806378,0.10301034807149577,0.003993229937835613,0.01740930481920534,1.0,56.264377992553186
860Z200US01031,01031,1406,51250.0,22.3,61.3,698,99.2,676,Gilbertville,17,4875,108,,,,,,,,,,,,,0.020254112766141346,0.205,0.223,0.613,0.023400831433552368,0.9920000000000001,0.024113576371548835,0.00799623706491063,0.0004124887898238889,0.0016083874426639662,1.0,47.36902032599355
860Z200US01032,01032,483,88077.0,43.8,68.0,292,99.4,232,Goshen,26,5501,121,1065.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.589314415947002,0.006957849549108301,0.352308,0.438,0.68,0.009789459568190962,0.9940000000000001,0.008275665263608477,0.012229539040451553,0.0004654565810915308,0.0018019896348364806,0.9573405458811508,54.03375564543409
860Z200US01033,01033,6092,102248.0,39.2,70.5,2496,96.3,2686,Granby,132,30989,723,11386.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,58.0,3.0,0.0,2.5943456535843743,0.0877582183295399,0.40899199999999997,0.392,0.705,0.08367976398015288,0.963,0.09581222800884641,0.06208842897460019,0.00262207489391846,0.010767260380055996,0.9691658749966827,56.93092234724833
860Z200US01034,01034,1977,104583.0,37.3,60.9,1146,95.1,843,Granville,34,5833,113,,,,,,,,,,,,,0.028479645048834597,0.418332,0.373,0.609,0.038420276250502886,0.951,0.030070628522508386,0.01599247412982126,0.0004935481253421013,0.0016828498242687795,1.0,53.55711609315097
860Z200US01035,01035,5325,112450.0,60.7,61.3,2336,98.2,2323,Hadley,295,176448,4760,5358.0,26.0,0.0,7.0,0.0,19.0,170.0,6.0,157.0,7.0,0.0,37.62181698116715,0.07670921086749835,0.4498,0.6070000000000001,0.613,0.0783156765455277,0.9820000000000001,0.08286366554897626,0.138758231420508,0.01492980963832729,0.07088818728778222,0.5528599644975931,53.99326858890292
860Z200US01036,01036,4966,110320.0,36.4,56.8,2008,98.4,1971,Hampden,110,43234,896,5199.0,1.0,0.0,0.0,0.0,1.0,20.0,6.0,13.0,1.0,0.0,3.470881390331928,0.0715376415338961,0.44128,0.364,0.568,0.06731929730454607,0.9840000000000001,0.07030748376970822,0.051740357478833494,0.003658162120870977,0.013343658783582535,0.9587481373141932,54.14958026159042
860Z200US01037,01037,706,78047.0,40.7,42.1,307,99.8,257,Hardwick,16,14553,267,3039.0,14.0,0.0,2.0,0.0,12.0,15.0,4.0,11.0,0.0,0.0,20.67299995833714,0.010170272839897432,0.31218799999999997,0.40700000000000003,0.42100000000000004,0.010292342765187073,0.998,0.009167439537704217,0.007525870178739417,0.0012313742273450368,0.003976291177697028,0.7542987905145735,44.59872993326912
860Z200US01038,01038,2522,103125.0,53.2,65.9,1215,100.0,1058,Hatfield,63,78656,1382,3286.0,2.0,0.0,0.0,0.0,2.0,35.0,12.0,23.0,0.0,0.0,9.658174034244087,0.036330634705695926,0.4125,0.532,0.659,0.040733538956684995,1.0,0.03773988727973176,0.029633113828786455,0.006655326821002627,0.02058140227557038,0.8852113845877746,56.2600506704965
860Z200US01039,01039,1511,109167.0,58.0,72.3,699,99.4,720,Haydenville,35,12153,266,,,,,,,,,,,,,0.021766688755077934,0.436668,0.58,0.723,0.023434356980018778,0.9940000000000001,0.02568309909395734,0.016462841015992474,0.0010283028231240455,0.0039613987013760645,1.0,59.98855625594346
860Z200US01040,01040,38238,49007.0,22.2,50.5,16874,96.5,15112,Holyoke,845,811594,16103,40178.0,345.0,4.0,36.0,53.0,252.0,1494.0,213.0,1184.0,97.0,4.0,69.47704750541098,0.5508369587138783,0.19602799999999998,0.222,0.505,0.5657100710741586,0.965,0.5390597132053935,0.39746001881467546,0.06867147218222139,0.23981354619646156,0.17425653567654698,48.94654129477489
860Z200US01050,01050,2467,84333.0,32.0,67.3,1218,99.2,1102,Huntington,33,6909,185,,,,,,,,,,,,,0.03553833299720534,0.33733199999999997,0.32,0.6729999999999999,0.04083411559608422,0.9920000000000001,0.03930941000214026,0.015522107243650048,0.0005845918049011791,0.0027551081193780903,1.0,52.96232204054596
860Z200US01053,01053,2031,60875.0,48.0,36.8,857,100.0,742,Leeds,35,127981,1634,,,,,,,,,,,,,0.02925754127171627,0.2435,0.48,0.368,0.028731393321711145,1.0,0.026467860455161592,0.016462841015992474,0.010828867243169461,0.02433430630845297,1.0,48.90233293895547
860Z200US01054,01054,1889,105833.0,63.4,61.6,829,95.6,738,Leverett,27,2721,64,,,,,,,,,,,,,0.02721196231524965,0.423332,0.634,0.616,0.02779267802065174,0.956,0.026325176571306272,0.012699905926622766,0.00023023220453554906,0.0009531184845416096,1.0,58.34042202395423
860Z200US01056,01056,21002,76395.0,25.0,58.0,8755,97.9,8502,Ludlow,406,218394,4048,21395.0,63.0,0.0,5.0,4.0,54.0,199.0,37.0,142.0,20.0,1.0,17.956605131515538,0.30254400875853527,0.30557999999999996,0.25,0.58,0.2935161593133968,0.9790000000000001,0.3032745951344796,0.1909689557855127,0.01847899010559967,0.060284744147256805,0.7865834853210891,53.96439529808511
860Z200US01057,01057,8152,85614.0,27.9,58.8,3559,97.4,3473,Monson,141,43219,783,8851.0,27.0,0.0,4.0,0.0,23.0,43.0,12.0,24.0,7.0,0.0,16.013758067175193,0.11743351868391484,0.342456,0.27899999999999997,0.588,0.11931741987394395,0.9740000000000001,0.12388528215738033,0.06632173095014111,0.0036568929245945955,0.011660808959313755,0.8096744674966645,49.67772354259376
860Z200US01060,01060,14461,79604.0,70.9,64.0,7859,98.0,7391,Northampton,690,579559,10656,28735.0,119.0,1.0,25.0,9.0,84.0,448.0,53.0,375.0,20.0,8.0,41.61510395854046,0.20831772739059035,0.318416,0.7090000000000001,0.64,0.2634772696794958,0.98,0.26364414639366485,0.32455315145813735,0.04903827498288066,0.158694227676178,0.5053992455820814,59.80769783795957
860Z200US01062,01062,10910,87409.0,53.5,57.9,4896,98.2,4178,Florence,199,80381,1688,,,,,,,,,,,,,0.15716384799331587,0.349636,0.535,0.579,0.16414107549953066,0.9820000000000001,0.14903331668688022,0.0936030103480715,0.006801284392786464,0.025138500029784953,1.0,58.96535194192419
860Z200US01063,01063,2106,,100.0,41.0,37,98.3,6,,,,,,,,,,,,,,,,,0.03033795269238526,0.0,1.0,0.41000000000000003,0.001240445219257074,0.983,0.00021402582578297782,0.0,0.0,0.0,1.0,53.572405405974926
860Z200US01066,01066,215,20202.0,10.2,10.2,91,100.0,69,North Hatfield,6,4726,68,,,,,,,,,,,,,0.0030971794059177736,0.08080799999999999,0.102,0.102,0.003050824728443074,1.0,0.002461296996504245,0.0028222013170272815,0.000399881440145169,0.0010126883898254602,1.0,33.5280397369659
860Z200US01068,01068,1904,93906.0,39.9,57.8,753,97.0,613,Oakham,33,4380,72,1955.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.3758843849150115,0.027428044599383444,0.37562399999999996,0.399,0.578,0.025244736489204778,0.97,0.02186630520082757,0.015522107243650048,0.0003706053127033094,0.0010722582951093109,0.9836474407117001,52.51613409133372
860Z200US01069,01069,8428,71439.0,26.1,56.9,3909,98.2,3848,Palmer,238,148473,3027,12258.0,50.0,0.0,2.0,3.0,45.0,115.0,34.0,71.0,10.0,3.0,28.784185392554342,0.12140943271197673,0.285756,0.261,0.569,0.13105136113718655,0.9820000000000001,0.13726189626881644,0.11194731890874883,0.01256275858287636,0.04507952582355394,0.6578963295478951,46.500919937295
860Z200US01070,01070,577,60313.0,46.7,56.6,349,99.1,261,Plainfield,8,455,19,15145.0,18.0,1.0,9.0,1.0,7.0,37.0,3.0,29.0,5.0,0.0,17.996870677305797,0.00831196519634677,0.241252,0.467,0.5660000000000001,0.011700415716776184,0.991,0.009310123421559536,0.0037629350893697085,3.849895371689629e-05,0.00028295705009829034,0.7861049242355574,47.36519574379656
860Z200US01071,01071,1486,105417.0,28.4,59.7,636,95.3,530,Russell,18,3275,121,,,,,,,,,,,,,0.021406551614854937,0.421668,0.284,0.5970000000000001,0.02132224755263511,0.953,0.018905614610829707,0.008466603951081845,0.00027710785367656126,0.0018019896348364806,1.0,51.52093521564105
860Z200US01072,01072,1366,99000.0,67.4,57.0,712,99.0,614,Shutesbury,21,2400,87,,,,,,,,,,,,,0.01967789334178455,0.39599999999999996,0.674,0.5700000000000001,0.02387018908408207,0.99,0.021901976171791397,0.009877704609595485,0.00020307140422099146,0.0012956454399237506,1.0,58.01256244395213
860Z200US01073,01073,6224,114531.0,41.3,65.5,2551,97.2,2496,Southampton,120,46744,966,6247.0,9.0,0.0,1.0,0.0,8.0,37.0,12.0,23.0,2.0,0.0,9.83779438287567,0.08965974242991731,0.458124,0.413,0.655,0.08552366903580529,0.9720000000000001,0.08903474352571877,0.05644402634054563,0.003955154049544177,0.01438613212604992,0.8830765741105379,55.83471204525835
860Z200US01074,01074,584,88190.0,16.2,38.1,263,100.0,180,South Barre,8,2712,49,,,,,,,,,,,,,0.008412803595609208,0.35275999999999996,0.162,0.381,0.008817218720665147,1.0,0.006420774773489335,0.0037629350893697085,0.00022947068676972034,0.0007297313397271699,1.0,44.52249124702863
860Z200US01075,01075,18168,92740.0,49.0,59.6,7441,98.2,7316,South Hadley,303,169657,3555,17816.0,27.0,0.0,4.0,0.0,23.0,156.0,28.0,120.0,8.0,3.0,17.569778439763294,0.2617188625428563,0.37095999999999996,0.49,0.596,0.2494635912565375,0.9820000000000001,0.26096882357137763,0.1425211665098777,0.014355202177466978,0.052942753321022225,0.7911809692961443,58.200930562124725
860Z200US01077,01077,9237,106779.0,34.4,63.4,4116,98.7,3691,Southwick,226,87099,1980,9772.0,10.0,0.0,3.0,0.0,7.0,65.0,21.0,39.0,5.0,0.0,10.855644709746565,0.1330634705695929,0.427116,0.344,0.634,0.1379911492557329,0.9870000000000001,0.1316615538274952,0.10630291627469426,0.007369715098435056,0.029487103115506046,0.8709792947175459,55.394870881505824
860Z200US01079,01079,701,,20.0,52.6,337,94.8,262,Thorndike,10,2218,49,,,,,,,,,,,,,0.010098245411852834,0.0,0.2,0.526,0.011298109159179295,0.948,0.009345794392523366,0.004703668861712136,0.00018767182273423294,0.0007297313397271699,1.0,40.909855542098796
860Z200US01080,01080,2400,89335.0,15.0,66.7,1177,97.7,989,Three Rivers,39,12103,289,,,,,,,,,,,,,0.03457316546140771,0.35734,0.15,0.667,0.03945956819096152,0.9770000000000001,0.03527859028322751,0.018344308560677328,0.0010240721688694414,0.004303925656758206,1.0,50.01039663739769
860Z200US01081,01081,1684,88636.0,27.6,72.2,828,96.0,692,Wales,20,2176,70,1894.0,2.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,0.0,1.0,29.785627120864945,0.024258837765421072,0.35454399999999997,0.276,0.7220000000000001,0.027759152474185332,0.96,0.02468431190697011,0.009407337723424272,0.00018411807316036558,0.0010424733424673855,0.6459940684164206,46.29396267591495
860Z200US01082,01082,10565,66607.0,26.5,57.4,4964,98.2,4843,Ware,162,95120,2018,9804.0,49.0,0.0,1.0,6.0,42.0,83.0,9.0,64.0,10.0,0.0,19.55029189825763,0.1521939554582385,0.266428,0.265,0.574,0.16642081265924635,0.9820000000000001,0.17275451237782694,0.0761994355597366,0.008048396653958628,0.030053017215702627,0.7676423172797504,48.36963244891137
860Z200US01083,01083,2549,87511.0,32.1,65.6,1177,98.4,903,Warren,31,6205,156,10419.0,18.0,0.0,5.0,1.0,12.0,133.0,24.0,104.0,5.0,0.0,16.492252775985403,0.03671958281713677,0.35004399999999997,0.321,0.6559999999999999,0.03945956819096152,0.9840000000000001,0.03221088678033816,0.01458137347130762,0.0005250241929963549,0.0023232263060701734,0.8039874975878954,49.265842862637705
860Z200US01084,01084,185,86538.0,51.2,56.3,90,93.9,50,,,,,,,,,,,,,,,,,0.0026650148376501774,0.34615199999999996,0.512,0.563,0.0030172991819766666,0.9390000000000001,0.0017835485481914818,0.0,0.0,0.0,1.0,52.944810141491814
860Z200US01085,01085,41529,78901.0,32.8,56.8,17166,97.8,15767,Westfield,834,713500,13197,41507.0,83.0,3.0,15.0,7.0,58.0,398.0,52.0,324.0,22.0,1.0,23.793592010798882,0.5982454118528335,0.315604,0.32799999999999996,0.568,0.5754995306423495,0.978,0.562424199186702,0.39228598306679213,0.06037143621319892,0.1965360100077441,0.7172101607489044,64.12152789029007
860Z200US01088,01088,598,51591.0,23.1,78.7,322,99.0,390,West Hatfield,27,15231,334,,,,,,,,,,,,,0.008614480394134085,0.206364,0.231,0.787,0.010795225962183184,0.99,0.013911678675893558,0.012699905926622766,0.001288741899037467,0.004974087091201525,1.0,50.45626865771248
860Z200US01089,01089,28835,67297.0,36.5,63.5,12885,96.1,12691,West Springfield,923,674491,14283,28628.0,138.0,0.0,18.0,15.0,105.0,969.0,101.0,814.0,54.0,2.0,39.24796070043329,0.41538217753320467,0.269188,0.365,0.635,0.4319766662196594,0.961,0.4527002925019619,0.4341486359360301,0.05707076437684198,0.21270923929230953,0.5335330414856434,58.95405772114404
860Z200US01092,01092,1343,69048.0,36.2,61.0,578,97.1,618,West Warren,16,2858,73,,,,,,,,,,,,,0.019346567172779394,0.276192,0.36200000000000004,0.61,0.01937776585758348,0.971,0.022044660055646717,0.007525870178739417,0.00024182419719316397,0.0010871507714302734,1.0,50.74244225275808
860Z200US01093,01093,290,130781.0,39.0,65.5,141,100.0,69,Whately,34,34478,1147,1589.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,10.0,5.0,0.0,10.948015780074627,0.0041775908265867644,0.5231239999999999,0.39,0.655,0.004727102051763444,1.0,0.002461296996504245,0.01599247412982126,0.002917289947804726,0.01708167034014416,0.8698814529071262,54.391425653525445
860Z200US01094,01094,60,87188.0,15.8,39.5,25,100.0,13,,,,,,,,,,,,,,,,,0.0008643291365351926,0.348752,0.158,0.395,0.0008381386616601852,1.0,0.0004637226225297853,0.0,0.0,0.0,1.0,44.419140905976974
860Z200US01095,01095,14694,126689.0,54.1,64.1,5749,97.7,5382,Wilbraham,296,153375,3543,14730.0,21.0,0.0,1.0,0.0,20.0,220.0,58.0,155.0,7.0,0.0,14.755117294695138,0.21167420553746866,0.506756,0.541,0.6409999999999999,0.19273836663537616,0.9770000000000001,0.19198116572733112,0.13922859830667922,0.012977531925997734,0.05276404360517067,0.8246335716774442,61.59580119799383
860Z200US01096,01096,2509,106250.0,51.2,71.4,1245,97.5,1107,Williamsburg,48,7911,214,2489.0,2.0,0.0,1.0,0.0,1.0,18.0,4.0,14.0,0.0,0.0,9.989311694791207,0.03614336339277997,0.425,0.512,0.7140000000000001,0.04173930535067722,0.975,0.03948776485695941,0.022577610536218252,0.000669374116163443,0.0031869899326860073,0.8812757717659021,56.4504120768714
860Z200US01097,01097,130,,0.0,42.9,47,100.0,17,,,,,,,,,,,,,,,,,0.0018727131291595839,0.0,0.0,0.429,0.001575700683921148,1.0,0.0006064065063851039,0.0,0.0,0.0,1.0,36.01716821049777
860Z200US01098,01098,1147,91181.0,47.5,63.4,607,96.6,467,Worthington,19,4123,94,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016523091993431098,0.364724,0.47500000000000003,0.634,0.020350006705109294,0.966,0.016658343440108442,0.008936970837253057,0.00034885974983464487,0.001399892774170489,1.0,54.66317528848243
860Z200US01103,01103,2545,21288.0,41.7,52.9,1713,97.8,1496,Springfield,393,315270,5918,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.03666196087470109,0.08515199999999999,0.41700000000000004,0.529,0.05742926109695588,0.978,0.053363772561889136,0.18485418626528693,0.026675967336979987,0.08813367486745696,0.13634878474860246,35.30286227307326
860Z200US01104,01104,23598,47413.0,14.2,55.0,9690,97.9,9103,Springfield,502,1034846,15405,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.33994064939929125,0.189652,0.142,0.55,0.32486254525948777,0.9790000000000001,0.3247128486837412,0.2361241768579492,0.08756151265519838,0.22941859772442963,0.13634878474860246,41.175460534915985
860Z200US01105,01105,12051,23948.0,7.3,41.1,5627,94.6,5018,Springfield,249,247268,5299,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.17360050707309344,0.095792,0.073,0.41100000000000003,0.18864824996647447,0.946,0.17899693229649713,0.11712135465663218,0.02092210832454838,0.07891523202478108,0.13634878474860246,28.720824030439534
860Z200US01106,01106,16165,137597.0,63.1,55.1,6134,98.6,5976,Longmeadow,278,149191,3397,15737.0,10.0,0.0,3.0,0.0,7.0,120.0,28.0,82.0,10.0,1.0,11.267603969541645,0.23286467486818982,0.550388,0.631,0.551,0.20564570202494303,0.986,0.21316972247984592,0.13076199435559738,0.012623510777972472,0.05058974206231012,0.866083107004376,63.50595140936377
860Z200US01107,01107,11252,30825.0,13.7,44.3,4273,97.7,4290,Springfield,138,201660,2539,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.16209052407156646,0.12329999999999999,0.13699999999999998,0.443,0.14325466005095885,0.9770000000000001,0.15302846543482915,0.06491063029162747,0.017063074739668806,0.03781199737892417,0.13634878474860246,29.810560906667394
860Z200US01108,01108,27671,48465.0,20.8,57.2,11048,94.5,10505,Springfield,248,72388,1976,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.3986141922844219,0.19386,0.20800000000000002,0.5720000000000001,0.370390237360869,0.9450000000000001,0.3747235499750304,0.11665098777046096,0.0061249720036454704,0.029427533210222196,0.13634878474860246,39.60219968297891
860Z200US01109,01109,30968,42928.0,18.3,45.7,11138,96.5,9623,Springfield,312,213903,6799,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.44610907833703073,0.171712,0.18300000000000002,0.457,0.3734075365428457,0.965,0.3432617535849326,0.14675446848541862,0.01809899274045114,0.10125394650622506,0.13634878474860246,38.35584228554136
860Z200US01118,01118,14296,78354.0,32.7,62.7,5980,97.0,5724,Springfield,134,47832,1261,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.20594082226511856,0.313416,0.327,0.627,0.20048276786911629,0.97,0.20418063779696086,0.06302916274694262,0.004047213086124359,0.018779412640733902,0.13634878474860246,40.49366912816517
860Z200US01119,01119,14393,54326.0,19.1,51.4,5224,97.0,5173,Springfield,149,121541,3451,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.2073381543691838,0.217304,0.19100000000000003,0.514,0.1751374547405123,0.97,0.18452593279589072,0.07008466603951082,0.010283958975176467,0.051393935783642104,0.13634878474860246,34.52138917969119
860Z200US01128,01128,2647,77050.0,36.7,62.9,1103,98.7,1102,Springfield,52,26068,899,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.038131320406810915,0.3082,0.36700000000000005,0.629,0.03697867775244737,0.9870000000000001,0.03930941000214026,0.024459078080903106,0.0022056939021803355,0.013388336212545423,0.13634878474860246,37.27165932854815
860Z200US01129,01129,7024,80352.0,28.7,59.5,3042,97.7,2661,Springfield,137,49418,1653,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.10118413091705321,0.32140799999999997,0.287,0.595,0.10198471235081133,0.9770000000000001,0.09492045373475066,0.06444026340545626,0.004181409439080398,0.024617263358551262,0.13634878474860246,37.27319433801039
860Z200US01144,01144,0,,,,0,,0,Springfield,48,102085,990,154306.0,1397.0,20.0,81.0,358.0,938.0,4005.0,746.0,2766.0,493.0,31.0,72.66655941296443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022577610536218252,0.008637726791624964,0.014743551557753023,0.13634878474860246,1.0
860Z200US01151,01151,9150,51410.0,18.0,52.7,3788,94.8,3615,Indian Orchard,130,128432,2213,,,,,,,,,,,,,0.13181019332161686,0.20564,0.18,0.527,0.12699477001475126,0.948,0.12895056003424415,0.06114769520225776,0.010867027744545989,0.03295705009829034,1.0,47.856288094021636
860Z200US01201,01201,45494,67262.0,34.0,60.1,22631,97.5,19874,Pittsfield,1248,1282347,21955,42268.0,300.0,2.0,36.0,31.0,231.0,796.0,263.0,490.0,43.0,6.0,52.761709584116446,0.6553631622922009,0.269048,0.34,0.601,0.758716642081266,0.975,0.7089248769351503,0.5870178739416745,0.10850333582857322,0.326964317626735,0.37292043315134926,64.25357550497326
860Z200US01220,01220,8166,54677.0,25.1,54.6,4336,97.7,4041,Adams,154,63545,1358,8028.0,26.0,0.0,10.0,2.0,14.0,94.0,34.0,59.0,1.0,2.0,37.99359794583921,0.11763519548243971,0.21870799999999999,0.251,0.546,0.1453667694783425,0.9770000000000001,0.14414639366483556,0.07243650047036689,0.005376738492176209,0.02022398284386728,0.5484413008847804,42.02224081018583
860Z200US01222,01222,835,78077.0,33.1,64.1,399,96.5,238,Ashley Falls,17,1591,32,,,,,,,,,,,,,0.012028580483448096,0.312308,0.331,0.6409999999999999,0.013376693040096555,0.965,0.008489691089391453,0.00799623706491063,0.0001346194183814989,0.0004765592422708048,1.0,51.12825210972042
860Z200US01223,01223,2430,79226.0,39.3,59.4,1960,92.8,1181,Becket,42,9941,171,,,,,,,,,,,,,0.0350053300296753,0.31690399999999996,0.39299999999999996,0.594,0.06571007107415851,0.9279999999999999,0.0421274167082828,0.01975540921919097,0.000841138678900365,0.002546613450884613,1.0,51.890802596606
860Z200US01224,01224,217,,21.8,82.3,98,100.0,56,Berkshire,3,1076,23,,,,,,,,,,,,,0.0031259903771356135,0.0,0.218,0.823,0.003285503553707926,1.0,0.0019975743739744597,0.0014111006585136407,9.104367955907784e-05,0.000342526955382141,1.0,46.96506960992843
860Z200US01225,01225,3258,72485.0,31.1,54.2,1539,99.8,1547,Cheshire,54,23849,443,29167.0,13.0,1.0,4.0,2.0,6.0,207.0,14.0,172.0,21.0,0.0,10.632070549334603,0.04693307211386096,0.28994,0.311,0.542,0.05159581601180099,0.998,0.05518299208104445,0.02539981185324553,0.0020179374663610106,0.006597367010186454,0.873636501786361,47.88296951204968
860Z200US01226,01226,6324,76198.0,40.9,58.0,2927,98.8,2884,Dalton,116,67916,1088,6546.0,6.0,0.0,1.0,0.0,5.0,22.0,8.0,12.0,2.0,1.0,12.386870287853553,0.0911002909908093,0.304792,0.409,0.58,0.09812927450717447,0.988,0.10287508025968467,0.05456255879586077,0.00574658228711369,0.016203014237207363,0.8527804857737968,51.52645282704808
860Z200US01229,01229,189,,51.9,40.0,126,100.0,83,Glendale,5,852,18,,,,,,,,,,,,,0.0027226367800858567,0.0,0.519,0.4,0.004224218854767333,1.0,0.00296069058999786,0.002351834430856068,7.209034849845196e-05,0.0002680645737773277,1.0,44.809642433138016
860Z200US01230,01230,8907,73884.0,46.5,61.3,5069,97.9,3776,Great Barrington,397,210380,4251,6822.0,11.0,0.0,2.0,1.0,8.0,28.0,5.0,23.0,0.0,2.0,20.013084759291942,0.12830966031864935,0.29553599999999997,0.465,0.613,0.16994099503821913,0.9790000000000001,0.13469358635942072,0.18673565380997179,0.01780090084167174,0.06330791684041223,0.7621419658103695,54.3044447472673
860Z200US01235,01235,2733,71641.0,22.2,58.7,1542,98.9,1059,Hinsdale,45,7312,134,3888.0,5.0,2.0,1.0,0.0,2.0,94.0,11.0,80.0,3.0,0.0,82.19630762303952,0.039370192169178024,0.286564,0.222,0.5870000000000001,0.05169639265120022,0.9890000000000001,0.03777555825069559,0.02116650987770461,0.0006186908781932873,0.0019955918270089953,0.02308652643941378,31.50682159093952
860Z200US01236,01236,1513,113958.0,57.5,74.0,823,99.8,619,Housatonic,48,15671,398,,,,,,,,,,,,,0.021795499726295773,0.45583199999999996,0.5750000000000001,0.74,0.027591524741853293,0.998,0.022080331026610545,0.022577610536218252,0.001325971656477982,0.005927205575743135,1.0,60.690484456611856
860Z200US01237,01237,2365,86300.0,45.2,61.9,1573,98.4,1042,Lanesborough,92,36190,1126,,,,,,,,,,,,,0.034068973465095506,0.3452,0.452,0.619,0.052735684591658845,0.9840000000000001,0.037169151744310486,0.043273753527751646,0.003062147549482367,0.016768928337403944,1.0,54.90452733357303
860Z200US01238,01238,5722,77679.0,44.7,59.6,3071,98.6,2572,Lee,241,112247,2544,5686.0,10.0,0.0,3.0,0.0,7.0,65.0,5.0,58.0,2.0,0.0,14.506226731218785,0.08242818865423954,0.310716,0.44700000000000006,0.596,0.10295695319833714,0.986,0.09174573731896983,0.11335841956726248,0.009497564962330679,0.037886459760528984,0.82759166738677,52.927679708774264
860Z200US01240,01240,4692,82578.0,51.2,46.5,3091,98.7,2239,Lenox,248,138799,2930,4951.0,7.0,0.0,2.0,0.0,5.0,71.0,11.0,59.0,1.0,0.0,14.998955233366384,0.06759053847705206,0.330312,0.512,0.465,0.10362746412766528,0.9870000000000001,0.07986730398801456,0.11665098777046096,0.01174421159769558,0.043634955620420565,0.8217355270506025,51.901240527432186
860Z200US01242,01242,449,,28.1,45.8,223,100.0,70,Lenox Dale,15,4635,114,,,,,,,,,,,,,0.006468063038405024,0.0,0.281,0.45799999999999996,0.0074761968620088515,1.0,0.0024969679674680745,0.0070555032925682035,0.00039218164940178974,0.001697742300589742,1.0,41.73240829190512
